"determiner","target_object1","figure","ExpFiller","correctAns1","object1","prime","target2","location3","location5","Prime","display_type","list","correctAns2","location4","size","workerid","object3","condition","target_figure3","instruction1","response","Res_object","condition1","location1","Answer.condition","target_object3","location10","Answer.time_in_minutes","instruction3","location6","object4","location9","location8","target1","size1","determiner1","displayID","response_times","competitor2","location7","location2","competitor1","object2","target_figure1","Intro_object","setting","speaker_cond"
"","2_rulers","Michael","Prac","AOI4","rulers","GirlTwoMichaelrulers",NA,"3_erasers","1_pencil","","44-22",NA,"AOI10","2_rulers","",82,"D4_erasers","","","Click on the girl that has two of Michael's rulers","['AOI1', 'AOI9', 'AOI10', 'AOI10']","Residue_stationary","num","3_pencils","undefined","","girl",6.71096666666667,"","1_eraser","D2_rulers","girl","boy",4,"small","two",4,"",NA,"boy","2_scissors",3,"D4_pencils","girl","Stationary_Michael_Tuesday","office supplies","list3"
"","3_spoons","Amy","Prac","AOI1","spoons","BoyThreeAmyspoons",NA,"3_plates","1_fork","","33-33",NA,"AOI7","2_forks","",82,"D3_spoons","","","Click on the boy that has three of Amy's spoons","['AOI9', 'AOI8', 'AOI7', 'AOI7']","Slience","num","3_spoons","undefined","","girl",6.71096666666667,"","1_knife","D3_knives","girl","boy",1,"big","three",5,"",NA,"boy","2_knives",2,"D3_forks","boy","kitchware_Amy_Tuesday","kitchenwares","list3"
"","3_knives","Amy","Prac","AOI3","knives","GirlSomeAmyknives",NA,"3_knives","1_fork","","44-22",NA,"AOI9","2_plates","",82,"D2_spoons","","","Click on the girl that has some of Amy's knives","['AOI8', 'AOI10', 'AOI10', 'AOI9']","Residue_kitchen","some","2_spoons","undefined","","girl",6.71096666666667,"","1_knife","D4_knives","girl","boy",3,"big","some",6,"",NA,"boy","3_forks",4,"D4_forks","girl","kitchware_Amy_Monday","kitchenwares","list3"
"some","","Amy's","Exp","AOI4","","",10,"2_spoons","1_plate","GirlSomeAmyForks","44-22",3,"AOI10","3_forks","big",82,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI10']","","","3_plates","undefined","3_forks","girl",6.71096666666667,"Click on the girl that has some of Amy's forks","1_fork","","girl","boy",4,"","",36,"[5897, 6843, 8239, 9756]",9,"boy","2_knives",3,"","","","kitchenwares","list3"
"all","","Michael's","Exp","AOI1","","",7,"2_scissors","1_pencil","BoyAllMichaelRulers","44-22",3,"AOI7","3_pencils","small",82,"","all","boy","","['AOI10', 'AOI8', 'AOI8', 'AOI7']","","","2_rulers","undefined","2_rulers","girl",6.71096666666667,"Click on the boy that has all of Michael's rulers","1_eraser","","girl","boy",1,"","",27,"[3743, 6257, 7600, 9278]",8,"boy","3_erasers",2,"","","","stationeries","list3"
"all","","Michael's","Exp","AOI4","","",10,"2_rulers","1_ruler","GirlAllMichaelErasers","33-33",3,"AOI10","3_erasers","big",82,"","all","girl","","['AOI8', 'AOI9', 'AOI10', 'AOI10']","","","3_pencils","undefined","3_erasers","girl",6.71096666666667,"Click on the girl that has all of Michael's erasers","1_scissor","","girl","boy",4,"","",9,"[3357, 4867, 6647, 7351]",9,"boy","2_scissors",3,"","","","stationeries","list3"
"some","","Amy's","Exp","AOI1","","",7,"2_knives","1_spoon","BoySomeAmySpoons","33-33",3,"AOI7","3_plates","small",82,"","some","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",6.71096666666667,"Click on the boy that has some of Amy's spoons","1_knife","","girl","boy",1,"","",17,"[1746, 2490, 3378, 4010]",8,"boy","3_forks",2,"","","","kitchenwares","list3"
"two","","Amy's","Exp","AOI1","","",7,"2_forks","1_spoon","BoyTwoAmyPlates","44-22",3,"AOI7","3_knives","small",82,"","num","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","2_plates","undefined","2_plates","girl",6.71096666666667,"Click on the boy that has two of Amy's plates","1_knife","","girl","boy",1,"","",33,"[1875, 3514, 4454, 5059]",8,"boy","3_spoons",2,"","","","kitchenwares","list3"
"all","","Amy's","Exp","AOI3","","",9,"3_plates","1_fork","GirlAllAmyPlates","33-33",3,"AOI9","2_forks","big",82,"","all","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","2_knives","undefined","3_plates","girl",6.71096666666667,"Click on the girl that has all of Amy's plates","1_knife","","girl","boy",3,"","",13,"[2015, 2961, 4271, 4896]",10,"boy","3_spoons",4,"","","","kitchenwares","list3"
"all","","Michael's","Exp","AOI3","","",9,"3_scissors","1_pencil","GirlAllMichaelScissors","33-33",3,"AOI9","2_pencils","big",82,"","all","girl","","['AOI7', 'AOI10', 'AOI9', 'AOI9']","","","3_rulers","undefined","3_scissors","girl",6.71096666666667,"Click on the girl that has all of Michael's scissors","1_eraser","","girl","boy",3,"","",10,"[1680, 3950, 5895, 6812]",10,"boy","2_erasers",4,"","","","stationeries","list3"
"one","","Amy's","Filler","AOI1","","",7,"3_forks","2_plates","BoyOneAmyPlates","33-33",3,"AOI7","3_spoons","small",82,"","one","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","1_plate","undefined","1_plate","girl",6.71096666666667,"Click on the boy that has one of Amy's plates","0","","girl","boy",1,"","",38,"[1022, 2366, 3492, 4003]",8,"boy","3_knives",2,"","","","kitchenwares","list3"
"some","","Michael's","Exp","AOI4","","",10,"2_erasers","1_pencil","GirlSomeMichaelRulers","44-22",3,"AOI10","3_rulers","big",82,"","some","girl","","['AOI7', 'AOI10', 'AOI10', 'AOI10']","","","3_pencils","undefined","3_rulers","girl",6.71096666666667,"Click on the girl that has some of Michael's rulers","1_ruler","","girl","boy",4,"","",26,"[1151, 2938, 3971, 5020]",9,"boy","2_scissors",3,"","","","stationeries","list3"
"all","","Amy's","Exp","AOI1","","",7,"3_forks","1_fork","BoyAllAmySpoons","44-22",3,"AOI7","2_plates","small",82,"","all","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",6.71096666666667,"Click on the boy that has all of Amy's spoons","1_knife","","girl","boy",1,"","",32,"[1587, 2530, 4347, 5831]",8,"boy","3_knives",2,"","","","kitchenwares","list3"
"four","","Susan's","Filler","AOI3","","",9,"4_oranges","1_banana","GirlFourSusanOranges","44-22",3,"AOI9","1_banana","big",82,"","four","girl","","['AOI7', 'AOI7', 'AOI9', 'AOI9']","","","2_pears","undefined","4_oranges","girl",6.71096666666667,"Click on the girl that has four of Susan's oranges","1_apple","","girl","boy",3,"","",45,"[867, 1552, 4458, 5038]",10,"boy","3_apples",4,"","","","fruit","list3"
"some","","Michael's","Exp","AOI3","","",9,"2_erasers","1_eraser","GirlSomeMichaelErasers","33-33",3,"AOI9","3_rulers","small",82,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","2_scissors","undefined","2_erasers","girl",6.71096666666667,"Click on the girl that has some of Michael's erasers","1_scissor","","girl","boy",3,"","",8,"[992, 6008, 7986, 8674]",10,"boy","3_pencils",4,"","","","stationeries","list3"
"all","","Susan's","Exp","AOI4","","",10,"3_oranges","1_apple","GirlAllSusanBananas","44-22",3,"AOI10","2_bananas","small",82,"","all","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI10']","","","3_apples","undefined","2_bananas","girl",6.71096666666667,"Click on the girl that has all of Susan's bananas","1_orange","","girl","boy",4,"","",23,"[793, 2249, 3336, 4839]",9,"boy","2_pears",3,"","","","fruit","list3"
"three","","Susan's","Exp","AOI4","","",10,"2_pears","1_banana","GirlThreeSusanBananas","44-22",3,"AOI10","3_bananas","big",82,"","num","girl","","['AOI8', 'AOI10', 'AOI10', 'AOI10']","","","3_oranges","undefined","3_bananas","girl",6.71096666666667,"Click on the girl that has three of Susan's bananas","1_orange","","girl","boy",4,"","",19,"[2938, 4344, 5692, 6332]",9,"boy","2_apples",3,"","","","fruit","list3"
"two","","Michael's","Exp","AOI2","","",8,"3_scissors","1_pencil","BoyTwoMichaelErasers","44-22",3,"AOI8","2_rulers","small",82,"","num","boy","","['AOI10', 'AOI7', 'AOI8', 'AOI8']","","","3_pencils","undefined","2_erasers","girl",6.71096666666667,"Click on the boy that has two of Michael's erasers","1_scissor","","girl","boy",2,"","",29,"[956, 2531, 3955, 4442]",7,"boy","2_erasers",1,"","","","stationeries","list3"
"one","","Susan's","Filler","AOI1","","",7,"3_bananas","2_apples","BoyOneSusanApples","33-33",3,"AOI7","3_oranges","small",82,"","one","boy","","['AOI8', 'AOI7', 'AOI7', 'AOI7']","","","1_apple","undefined","1_apple","girl",6.71096666666667,"Click on the boy that has one of Susan's apples","0","","girl","boy",1,"","",37,"[1009, 3006, 4057, 4622]",8,"boy","3_pears",2,"","","","fruit","list3"
"all","","Amy's","Exp","AOI2","","",8,"3_spoons","1_spoon","BoyAllAmyForks","44-22",3,"AOI8","2_knives","small",82,"","all","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI8']","","","3_plates","undefined","2_forks","girl",6.71096666666667,"Click on the boy that has all of Amy's forks","1_plate","","girl","boy",2,"","",31,"[1061, 2264, 3218, 4504]",7,"boy","2_forks",1,"","","","kitchenwares","list3"
"three","","Michael's","Exp","AOI4","","",10,"2_scissors","1_ruler","GirlThreeMichaelRulers","44-22",3,"AOI10","3_rulers","big",82,"","num","girl","","['AOI8', 'AOI10', 'AOI10', 'AOI10']","","","3_erasers","undefined","3_rulers","girl",6.71096666666667,"Click on the girl that has three of Michael's rulers","1_eraser","","girl","boy",4,"","",30,"[846, 2541, 3979, 4422]",9,"boy","2_pencils",3,"","","","stationeries","list3"
"some","","Michael's","Exp","AOI2","","",8,"3_erasers","1_pencil","BoySomeMichaelPencils","33-33",3,"AOI8","2_rulers","small",82,"","some","boy","","['AOI10', 'AOI7', 'AOI7', 'AOI8']","","","3_scissors","undefined","2_pencils","girl",6.71096666666667,"Click on the boy that has some of Michael's pencils","1_ruler","","girl","boy",2,"","",7,"[674, 2548, 3950, 5070]",7,"boy","2_pencils",1,"","","","stationeries","list3"
"one","","Michael's","Filler","AOI3","","",9,"1_eraser","2_erasers","GirlOneMichaelErasers","33-33",3,"AOI9","3_rulers","small",82,"","one","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI9']","","","3_pencils","undefined","1_eraser","girl",6.71096666666667,"Click on the girl that has one of Michael's erasers","0","","girl","boy",3,"","",41,"[1100, 2303, 3587, 3991]",10,"boy","3_scissors",4,"","","","stationeries","list3"
"some","","Susan's","Exp","AOI1","","",7,"2_bananas","1_apple","BoySomeSusanApples","33-33",3,"AOI7","3_oranges","small",82,"","some","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","2_apples","undefined","2_apples","girl",6.71096666666667,"Click on the boy that has some of Susan's apples","1_banana","","girl","boy",1,"","",3,"[843, 4062, 5375, 6194]",8,"boy","3_pears",2,"","","","fruit","list3"
"all","","Susan's","Exp","AOI4","","",10,"2_apples","1_apple","GirlAllSusanPears","33-33",3,"AOI10","3_pears","big",82,"","all","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI10']","","","2_oranges","undefined","3_pears","girl",6.71096666666667,"Click on the girl that has all of Susan's pears","1_orange","","girl","boy",4,"","",6,"[487, 1796, 2632, 3928]",9,"boy","3_bananas",3,"","","","fruit","list3"
"two","","Amy's","Exp","AOI3","","",9,"2_knives","1_spoon","GirlTwoAmyKnives","33-33",3,"AOI9","3_forks","small",82,"","num","girl","","['AOI10', 'AOI10', 'AOI9', 'AOI9']","","","2_spoons","undefined","2_knives","girl",6.71096666666667,"Click on the girl that has two of Amy's knives","1_knife","","girl","boy",3,"","",15,"[817, 1550, 3159, 3752]",10,"boy","3_plates",4,"","","","kitchenwares","list3"
"all","","Amy's","Exp","AOI2","","",8,"2_plates","1_spoon","BoyAllAmyKnives","33-33",3,"AOI8","3_forks","big",82,"","all","boy","","['AOI9', 'AOI9', 'AOI7', 'AOI8']","","","2_spoons","undefined","3_knives","girl",6.71096666666667,"Click on the boy that has all of Amy's knives","1_plate","","girl","boy",2,"","",14,"[783, 1902, 3886, 5639]",7,"boy","3_knives",1,"","","","kitchenwares","list3"
"three","","Amy's","Exp","AOI3","","",9,"3_spoons","1_fork","GirlThreeAmySpoons","33-33",3,"AOI9","2_plates","big",82,"","num","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI9']","","","2_forks","undefined","3_spoons","girl",6.71096666666667,"Click on the girl that has three of Amy's spoons","1_plate","","girl","boy",3,"","",16,"[1036, 3393, 4753, 5381]",10,"boy","3_knives",4,"","","","kitchenwares","list3"
"two","","Susan's","Exp","AOI1","","",7,"2_apples","1_apple","BoyTwoSusanPears","33-33",3,"AOI7","3_oranges","small",82,"","num","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","2_pears","undefined","2_pears","girl",6.71096666666667,"Click on the boy that has two of Susan's pears","1_pear","","girl","boy",1,"","",1,"[1477, 3253, 4545, 5205]",8,"boy","3_bananas",2,"","","","fruit","list3"
"four","","Amy's","Filler","AOI4","","",10,"2_spoons","1_knife","GirlFourAmyPlates","44-22",3,"AOI10","4_plates","big",82,"","four","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","1_knife","undefined","4_plates","girl",6.71096666666667,"Click on the girl that has four of Amy's plates","1_fork","","girl","boy",4,"","",47,"[688, 2235, 3425, 4193]",9,"boy","3_forks",3,"","","","kitchenwares","list3"
"four","","Susan's","Filler","AOI2","","",8,"3_pears","1_orange","BoyFourSusanBananas","44-22",3,"AOI8","2_apples","big",82,"","four","boy","","['AOI10', 'AOI7', 'AOI8', 'AOI8']","","","1_orange","undefined","4_bananas","girl",6.71096666666667,"Click on the boy that has four of Susan's bananas","1_pear","","girl","boy",2,"","",44,"[755, 2432, 3911, 4379]",7,"boy","4_bananas",1,"","","","fruit","list3"
"four","","Amy's","Filler","AOI3","","",9,"4_knives","1_spoon","GirlFourAmyKnives","44-22",3,"AOI9","2_forks","big",82,"","four","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI9']","","","1_spoon","undefined","4_knives","girl",6.71096666666667,"Click on the girl that has four of Amy's knives","1_plate","","girl","boy",3,"","",46,"[737, 2118, 4125, 4477]",10,"boy","3_plates",4,"","","","kitchenwares","list3"
"some","","Michael's","Exp","AOI3","","",9,"3_scissors","1_eraser","GirlSomeMichaelScissors","44-22",3,"AOI9","2_pencils","big",82,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_erasers","undefined","3_scissors","girl",6.71096666666667,"Click on the girl that has some of Michael's scissors","1_scissor","","girl","boy",3,"","",25,"[624, 1624, 3487, 4419]",10,"boy","2_rulers",4,"","","","stationeries","list3"
"some","","Susan's","Exp","AOI4","","",10,"3_bananas","1_orange","GirlSomeSusanOranges","33-33",3,"AOI10","2_oranges","small",82,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI10']","","","2_pears","undefined","2_oranges","girl",6.71096666666667,"Click on the girl that has some of Susan's oranges","1_pear","","girl","boy",4,"","",4,"[461, 1397, 4785, 6096]",9,"boy","3_apples",3,"","","","fruit","list3"
"all","","Michael's","Exp","AOI2","","",8,"2_erasers","1_ruler","BoyAllMichaelPencils","44-22",3,"AOI8","3_rulers","small",82,"","all","boy","","['AOI10', 'AOI7', 'AOI7', 'AOI8']","","","3_scissors","undefined","2_pencils","girl",6.71096666666667,"Click on the boy that has all of Michael's pencils","1_scissor","","girl","boy",2,"","",28,"[640, 1725, 2591, 3714]",7,"boy","2_pencils",1,"","","","stationeries","list3"
"two","","Michael's","Exp","AOI2","","",8,"2_pencils","1_pencil","BoyTwoMichaelScissors","33-33",3,"AOI8","3_erasers","small",82,"","num","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_rulers","undefined","2_scissors","girl",6.71096666666667,"Click on the boy that has two of Michael's scissors","1_scissor","","girl","boy",2,"","",12,"[446, 1163, 2494, 2897]",7,"boy","2_scissors",1,"","","","stationeries","list3"
"one","","Susan's","Filler","AOI4","","",10,"3_apples","2_pears","GirlOneSusanPears","33-33",3,"AOI10","1_pear","small",82,"","one","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI10']","","","3_bananas","undefined","1_pear","girl",6.71096666666667,"Click on the girl that has one of Susan's pears","0","","girl","boy",4,"","",42,"[540, 1714, 2294, 4009]",9,"boy","3_oranges",3,"","","","fruit","list3"
"three","","Amy's","Exp","AOI3","","",9,"3_forks","1_fork","GirlThreeAmyForks","44-22",3,"AOI9","2_knives","big",82,"","num","girl","","['AOI10', 'AOI10', 'AOI9', 'AOI9']","","","2_spoons","undefined","3_forks","girl",6.71096666666667,"Click on the girl that has three of Amy's forks","1_plate","","girl","boy",3,"","",34,"[836, 3256, 4836, 5949]",10,"boy","3_plates",4,"","","","kitchenwares","list3"
"some","","Amy's","Exp","AOI3","","",9,"3_knives","1_spoon","GirlSomeAmyKnives","44-22",3,"AOI9","2_plates","big",82,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_spoons","undefined","3_knives","girl",6.71096666666667,"Click on the girl that has some of Amy's knives","1_knife","","girl","boy",3,"","",35,"[937, 1936, 7613, 8784]",10,"boy","2_forks",4,"","","","kitchenwares","list3"
"three","","Susan's","Exp","AOI1","","",7,"2_bananas","1_banana","BoyThreeSusanApples","33-33",3,"AOI7","3_pears","big",82,"","num","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","3_apples","undefined","3_apples","girl",6.71096666666667,"Click on the boy that has three of Susan's apples","1_orange","","girl","boy",1,"","",2,"[1244, 3078, 4898, 5457]",8,"boy","2_oranges",2,"","","","fruit","list3"
"some","","Susan's","Exp","AOI2","","",8,"3_oranges","1_orange","BoySomeSusanPears","44-22",3,"AOI8","2_bananas","big",82,"","some","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI8']","","","2_apples","undefined","3_pears","girl",6.71096666666667,"Click on the boy that has some of Susan's pears","1_pear","","girl","boy",2,"","",22,"[974, 4220, 6813, 7890]",7,"boy","3_pears",1,"","","","fruit","list3"
"some","","Amy's","Exp","AOI2","","",8,"3_spoons","1_plate","BoySomeAmyPlates","33-33",3,"AOI8","2_forks","small",82,"","some","boy","","['AOI8', 'AOI8', 'AOI7', 'AOI8']","","","3_knives","undefined","2_plates","girl",6.71096666666667,"Click on the boy that has some of Amy's plates","1_fork","","girl","boy",2,"","",18,"[571, 1494, 3508, 4603]",7,"boy","2_plates",1,"","","","kitchenwares","list3"
"all","","Susan's","Exp","AOI3","","",9,"3_oranges","1_banana","GirlAllSusanOranges","33-33",3,"AOI9","2_bananas","big",82,"","all","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI9']","","","2_pears","undefined","3_oranges","girl",6.71096666666667,"Click on the girl that has all of Susan's oranges","1_pear","","girl","boy",3,"","",5,"[914, 2323, 3409, 4220]",10,"boy","3_apples",4,"","","","fruit","list3"
"three","","Michael's","Exp","AOI2","","",8,"2_rulers","1_ruler","BoyThreeMichaelPencils","33-33",3,"AOI8","3_scissors","big",82,"","num","boy","","['AOI9', 'AOI7', 'AOI8', 'AOI8']","","","2_erasers","undefined","3_pencils","girl",6.71096666666667,"Click on the boy that has three of Michael's pencils","1_eraser","","girl","boy",2,"","",11,"[602, 2007, 3485, 4108]",7,"boy","3_pencils",1,"","","","stationeries","list3"
"some","","Susan's","Exp","AOI1","","",7,"3_apples","1_apple","BoySomeSusanBananas","44-22",3,"AOI7","2_pears","big",82,"","some","boy","","['AOI8', 'AOI7', 'AOI7', 'AOI7']","","","3_bananas","undefined","3_bananas","girl",6.71096666666667,"Click on the boy that has some of Susan's bananas","1_banana","","girl","boy",1,"","",21,"[663, 1600, 3010, 3810]",8,"boy","2_oranges",2,"","","","fruit","list3"
"four","","Michael's","Filler","AOI1","","",7,"2_rulers","1_pencil","BoyFourMichaelScissors","44-22",3,"AOI7","3_erasers","big",82,"","four","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","4_scissors","undefined","4_scissors","girl",6.71096666666667,"Click on the boy that has four of Michael's scissors","1_eraser","","girl","boy",1,"","",43,"[693, 1540, 2625, 2971]",8,"boy","1_pencil",2,"","","","stationeries","list3"
"one","","Amy's","Filler","AOI2","","",8,"3_plates","2_spoons","BoyOneAmySpoons","33-33",3,"AOI8","3_knives","small",82,"","one","boy","","['AOI7', 'AOI7', 'AOI8', 'AOI8']","","","3_forks","undefined","1_spoon","girl",6.71096666666667,"Click on the boy that has one of Amy's spoons","0","","girl","boy",2,"","",39,"[621, 1840, 3145, 3515]",7,"boy","1_spoon",1,"","","","kitchenwares","list3"
